1,-0.493315,0.38546
1.05,-0.538077,0.443816
1.1,-0.580726,0.315632
1.15,-0.62022,0.364662
1.2,-0.655432,0.419657
1.25,-0.685152,0.479666
1.3,-0.708081,0.545318
1.35,-0.722836,0.615131
1.4,-0.727949,0.323639
1.45,-0.721866,-0.456716
1.5,-0.702948,-0.428451
1.55,-0.669469,-0.369446
1.6,-0.619619,-0.296873
1.65,-0.551502,-0.208015
1.7,-0.463136,-0.704439
1.75,-0.352454,-0.530756
1.8,-0.217304,-0.317963
1.85,-0.0554479,-0.0827759
1.9,0.135438,0.185616
1.95,0.357764,0.475507
2,0.614023,0.785733
2.05,0.906795,1.10815
2.1,1.23875,1.44064
2.15,1.61263,1.76998
2.2,2.03128,2.0965
2.25,2.43113,2.40566
2.3,2.8165,2.6919
2.35,3.20212,2.95121
2.4,3.60424,3.17276
2.45,3.91003,3.35418
2.5,4.08033,3.48263
2.55,4.16283,3.55904
2.6,4.22164,3.58525
2.65,4.27011,3.54261
2.7,4.27442,3.42739
2.75,4.26605,3.26134
2.8,4.31914,3.03394
2.85,4.1902,2.73866
2.9,3.7571,2.39852
2.95,3.13532,2.004
3,2.52814,1.61539
3.05,1.92534,1.18615
3.1,1.13148,0.722407
3.15,0.25898,0.251728
3.2,-0.54468,-0.237775
3.25,-1.24549,-0.730249
3.3,-2.06594,-1.23221
3.35,-2.92358,-1.74584
3.4,-3.59584,-2.24511
3.45,-4.17505,-2.72392
3.5,-4.91238,-3.17588
3.55,-5.70632,-3.59373
3.6,-6.20796,-3.96307
3.65,-6.33302,-4.2769
3.7,-6.33375,-4.52545
3.75,-6.31289,-4.70026
3.8,-6.03297,-4.79308
3.85,-5.47658,-4.79989
3.9,-4.90314,-4.70769
3.95,-4.47239,-4.51595
4,-4.34477,-4.21754
4.05,-4.20791,-3.817
4.1,-3.88394,-3.31656
4.15,-3.58755,-2.7254
4.2,-2.76997,-2.04857
4.25,-2.14118,-1.3047
4.3,-1.51396,-0.506862
4.35,-0.748764,0.323063
4.4,0.194366,1.16367
4.45,1.6102,1.98732
4.5,2.35731,2.76691
4.55,2.94081,3.46954
4.6,3.44984,4.0698
4.65,3.99236,4.54743
4.7,4.22361,4.88353
4.75,4.56558,5.06445
4.8,4.42843,5.08662
4.85,4.47563,4.95623
4.9,4.71597,4.68058
4.95,4.5785,4.27755
5,3.97303,3.76479
5.05,3.46903,3.16717
5.1,2.85552,2.51294
5.15,2.02005,1.83567
5.2,0.964864,1.16162
5.25,-0.09575,0.520158
5.3,-0.867722,-0.071119
5.35,-1.40159,-0.591092
5.4,-1.69208,-1.02681
5.45,-2.07376,-1.37085
5.5,-2.87661,-1.61542
5.55,-2.99189,-1.76942
5.6,-2.89799,-1.84433
5.65,-3.17374,-1.85334
5.7,-2.42394,-1.81157
5.75,-1.19446,-1.73982
5.8,-0.800483,-1.65518
5.85,-0.829581,-1.57332
5.9,-0.0116774,-1.50918
5.95,-0.185836,-1.47314
6,0.0490663,-1.47049
6.05,-0.0473436,-1.50362
6.1,-0.341567,-1.57045
6.15,-0.746199,-1.66377
6.2,-0.354186,-1.77122
6.25,-1.2308,-1.88023
6.3,-1.58617,-1.97355
6.35,-1.60178,-2.03393
6.4,-1.97808,-2.04612
6.45,-2.29523,-1.99723
6.5,-2.10315,-1.87784
6.55,-1.93377,-1.68279
6.6,-1.40838,-1.4108
6.65,-0.68898,-1.06403
6.7,-0.574571,-0.649596
6.75,-0.047105,-0.174494
6.8,1.45906,0.339179
6.85,2.24921,0.870241
6.9,2.48662,1.39733
6.95,3.39497,1.89889
7,4.11263,2.35428
7.05,4.36189,2.74489
7.1,4.8052,3.05637
7.15,5.2288,3.27754
7.2,5.72347,3.39544
7.25,6.27008,3.39992
7.3,5.93095,3.29235
7.35,4.93622,3.07618
7.4,3.56548,2.75889
7.45,1.90444,2.35161
7.5,0.942796,1.8687
7.55,0.207007,1.32726
7.6,-1.15172,0.74316
7.65,-1.59902,0.134486
7.7,-2.48641,-0.473605
7.75,-3.10064,-1.05438
7.8,-3.45821,-1.58176
7.85,-4.08727,-2.03421
7.9,-4.29796,-2.3932
7.95,-3.43622,-2.64409
8,-2.84236,-2.77705
8.05,-4.13976,-2.78769
8.1,-3.73678,-2.67617
8.15,-2.43023,-2.44889
8.2,-2.67414,-2.11989
8.25,-2.0462,-1.71155
8.3,-2.72964,-1.24901
8.35,-2.40147,-0.759177
8.4,-1.53251,-0.270082
8.45,-0.91487,0.190799
8.5,0.640308,0.598259
8.55,0.687106,0.930962
8.6,1.7311,1.17257
8.65,1.94418,1.31395
8.7,2.05304,1.35268
8.75,2.84192,1.29338
8.8,1.43515,1.14643
8.85,0.535807,0.927947
8.9,0.758951,0.658582
8.95,0.306755,0.361946
9,-0.579546,0.062877
9.05,-0.576818,-0.2144
9.1,-0.333064,-0.448711
9.15,-0.996477,-0.621964
9.2,-3.23185,-0.720295
9.25,-0.253888,-0.737786
9.3,0.615688,-0.673822
9.35,0.210957,-0.534437
9.4,-0.45943,-0.331866
9.45,-1.15503,-0.0835672
9.5,-0.656805,0.189173
9.55,0.711197,0.462958
9.6,1.89605,0.719485
9.65,2.69917,0.934832
9.7,2.53637,1.08383
9.75,2.01985,1.15421
9.8,2.1405,1.13695
9.85,3.21745,1.03009
9.9,3.89916,0.839064
9.95,2.32928,0.576384
10,1.87622,0.260761
10,4.40568,0.260761
