0,1.743558860625
1,1.6100202244445
2,1.5720975907205
3,1.5429987351148
4,1.5281352450909
5,1.5163775943455
6,1.498868213229
7,1.4819879757763
8,1.4653368218859
9,1.4522285986794
10,1.4410296535352
11,1.4259117978888
12,1.4155229720994
13,1.4023215957318
14,1.3938412085884
15,1.37624126004
16,1.3626823980279
17,1.3520245991264
18,1.3413006645936
19,1.3361598345831
20,1.3231962027669
21,1.3095508372016
22,1.2964834422697
23,1.2845231015553
24,1.2773003178203
25,1.2714585445153
26,1.2614721786882
27,1.2541334573762
28,1.2454121909786
29,1.2411413181709
30,1.2411413181709
