0,235.54923817488
1,212.16304377485
2,207.83984314528
3,199.55481246169
4,192.86655330952
5,188.6160638025
6,185.69884754749
7,182.42084642039
8,179.54386045196
9,177.45929283411
10,174.03426885421
11,171.77891958796
12,169.83654282257
13,168.45604244569
14,166.41804683077
15,164.02966479764
16,161.75674560642
17,160.83546262567
18,159.54286593814
19,156.63340225959
20,154.58601865944
21,154.24057613157
22,153.09287512076
23,151.98669777792
24,150.89110244096
25,149.04695649586
26,147.82363680921
27,147.12037456761
28,146.31119949086
29,145.86175633893
30,145.86175633893
