0,431.9936
1,374.2485666667
2,353.5599
3,354.3048666667
4,354.163
5,340.8554333333
6,332.0364
7,333.3095666667
8,340.9694666667
9,322.0409333333
10,330.6614666667
11,308.6616666667
12,312.3513666667
13,301.9715333333
14,307.8360666667
15,305.9224333333
16,290.3301666667
17,298.4694666667
18,304.9685333333
19,278.9897333333
20,288.5403666667
21,272.3880666667
22,265.6916333333
23,266.9088333333
24,261.2433
25,258.0811
26,251.9957666667
27,255.5175
28,249.6980333333
29,246.5819333333
30,239.2618666667
31,237.6573666667
32,245.6478
33,236.1806333333
34,234.5857
35,233.2632666667
36,234.8536333333
37,231.8152333333
38,228.5620333333
39,219.1917
40,221.2125666667
41,217.6631333333
42,212.8218666667
43,216.2806666667
44,211.4700333333
45,207.3282333333
46,207.4228333333
47,205.0833333333
48,206.3503666667
49,196.9452333333
50,200.6778333333
51,201.9437333333
52,196.8777
53,194.5922666667
54,191.4328
55,194.2660666667
56,188.7568
57,189.4611
58,184.0102333333
59,186.2530333333
60,184.8734333333
61,181.6082666667
62,179.1632333333
63,180.2502
64,177.1596666667
65,177.8348
66,176.2705333333
67,174.5405333333
68,173.763
69,171.2070333333
70,171.7708
71,168.7895
72,166.5890333333
73,165.2840333333
74,165.9139666667
75,165.3640666667
76,163.3952
77,164.1688666667
78,162.3869
79,161.0923
80,158.61739
81,159.1015
82,158.5409533333
83,158.0676333333
84,155.3441
85,154.9845533333
86,152.6132
87,154.0269566667
88,151.8445433333
89,152.2350866667
90,151.3461666667
91,151.5122333333
92,150.747
93,147.8183833333
94,148.43769
95,147.5805766667
96,148.0562833333
97,146.0682066667
98,144.19386
99,145.40865
100,143.99092
101,144.5120366667
102,141.57783
103,142.3178966667
104,141.2710533333
105,139.6352433333
106,140.2962533333
107,138.7149033333
108,138.4411566667
109,136.9677066667
110,136.2440166667
111,135.7369966667
112,135.8895133333
113,135.4439433333
114,134.2184066667
115,134.00122
116,132.0579166667
117,131.9287033333
118,131.5920866667
119,133.4955466667
120,130.4542966667
121,129.7708866667
122,129.33596
123,128.39358
124,128.49886
125,128.2420933333
126,127.18437
127,127.4827733333
128,127.7813433333
129,126.6768366667
130,125.7599133333
131,125.5309233333
132,124.8117
133,124.5730733333
134,123.8289666667
135,123.8422233333
136,122.9269333333
137,122.7955633333
138,122.2820333333
139,122.03999
140,121.9871433333
141,121.64506
142,121.46328
143,120.5191733333
144,120.94888
145,120.3409
146,119.74406
147,119.1335933333
148,119.75931
149,119.1836
150,118.8910633333
151,118.02319
152,117.64853
153,117.6836866667
154,117.02489
155,116.49152
156,116.18593
157,116.4634666667
158,115.5236966667
159,115.676
160,114.84653
161,115.3298633333
162,114.52283
163,114.29165
164,114.19173
165,114.36201
166,113.7982033333
167,113.8852133333
168,113.54813
169,113.3668766667
170,113.4211833333
171,113.2956266667
172,112.6281233333
173,112.3608433333
174,112.4091533333
175,111.91742
176,111.8075466667
177,111.8597366667
178,111.2715233333
179,111.06547
180,111.1199466667
181,110.5195566667
182,110.46396
183,110.2576
184,110.1634266667
185,110.2465933333
186,109.5855833333
187,109.33686
188,109.62723
189,109.4729633333
190,108.7893933333
191,108.9262866667
192,108.3753466667
193,108.66707
194,108.3614166667
195,108.0685
196,107.9545
197,107.7810433333
198,107.6269033333
199,107.0436433333
200,107.08298
