0,439.57215
1,419.23325
2,401.53485
3,389.1654
4,381.6868
5,367.7514
6,360.91505
7,357.62625
8,351.48855
9,346.4755
10,340.7724
11,333.948
12,327.0584
13,323.8852
14,318.6426
15,316.71605
16,315.5196
17,314.19515
18,312.47225
19,311.1146
20,310.4707
21,309.78985
22,308.8402
23,308.4323
24,304.9622
25,301.62295
26,293.8475
27,292.60535
28,292.486
29,291.5443
30,290.51665
31,290.23465
32,289.8608
33,287.29475
34,284.6528
35,284.27485
36,282.51475
37,281.2263
38,280.83485
39,280.4202
40,280.35155
41,280.29
42,280.0113
43,279.34895
44,279.17495
45,279.17465
46,279.08025
47,278.8396
48,278.7908
49,278.31785
50,277.60235
51,277.60235
52,277.4257
53,277.34555
54,276.31175
55,276.11425
56,275.76045
57,275.6638
58,275.5989
59,275.467
60,274.8824
61,273.461
62,273.4395
63,272.66655
64,272.6657
65,272.13105
66,270.22795
67,270.21375
68,270.20475
69,270.0588
70,269.6879
71,269.56155
72,269.3109
73,269.30635
74,269.0358
75,268.0141
76,268.0141
77,267.3656
78,266.47295
79,265.0067
80,264.73025
81,264.72145
82,264.7213
83,264.71375
84,264.2258
85,263.97495
86,263.967
87,263.67425
88,263.2111
89,262.97945
90,262.97115
91,262.896
92,262.55745
93,261.8349
94,261.39195
95,261.26915
96,261.2665
97,259.7399
98,259.7379
99,259.03175
100,259.01725
101,258.0475
102,258.1569
103,258.1569
104,256.1558947368
105,255.9938421053
106,255.9927368421
107,255.4098421053
108,255.4001578947
109,255.4001578947
110,255.1005263158
111,252.2328333333
112,255.2255294118
113,255.1681176471
114,255.1366470588
115,255.4650625
116,254.9425333333
117,252.2007857143
118,252.1032142857
119,252.1032142857
120,252.1032142857
121,252.1031428571
122,249.6696923077
123,251.6590833333
124,251.49625
125,251.4595
126,253.1041818182
127,250.9409090909
128,250.9258181818
129,250.9258181818
130,250.9175454545
131,250.6848181818
132,250.6848181818
133,256.0955
134,264.563
135,265.11
136,264.4114285714
137,264.4114285714
138,264.4114285714
139,264.4114285714
140,264.4114285714
141,264.4114285714
142,264.4114285714
143,264.4114285714
144,264.4114285714
145,264.4114285714
146,264.4114285714
147,264.4114285714
148,248.557
149,248.557
150,248.557
