1,-0.49331463,0.27025952
1.05,-0.53807713,0.3102675125
1.1,-0.58072579,0.3533850725
1.15,-0.62021968,0.399424455
1.2,-0.65543236,0.4479836925
1.25,-0.68515188,0.4980879075
1.3,-0.70808077,0.0293473425
1.35,-0.72283607,0.057723565
1.4,-0.7279493,-0.1577983575
1.45,-0.72186645,-0.1084170525
1.5,-0.70294803,-0.04552845
1.55,-0.66946903,-0.2174629975
1.6,-0.61961893,-0.12252183
1.65,-0.55150169,-0.0124799503
1.7,-0.46313577,0.1136836383
1.75,-0.35245412,0.248610245
1.8,-0.21730418,0.393301634
1.85,-0.055447864,0.5403800853
1.9,0.1354384,0.4862264725
1.95,0.3577637,0.76127802
2,0.61402264,1.0380097225
2.05,0.90679535,1.31122366
2.1,1.2387474,1.5862791925
2.15,1.61263,1.8475263
2.2,2.0312798,2.095810675
2.25,2.4311302,2.326917425
2.3,2.8164971,2.53822355
2.35,3.2021151,2.730021825
2.4,3.6042381,2.899528725
2.45,3.9100332,3.045670375
2.5,4.0803342,3.171551325
2.55,4.162828,3.2757099
2.6,4.2216426,3.351748875
2.65,4.2701114,3.39580475
2.7,4.2744206,3.40718355
2.75,4.2660462,3.3759908
2.8,4.3191407,3.289321475
2.85,4.1902021,3.142636825
2.9,3.7571014,2.922807575
2.95,3.1353151,2.625651
3,2.528142,2.233225575
3.05,1.9253387,1.74190311
3.1,1.1314756,1.154173865
3.15,0.25898018,0.5263961575
3.2,-0.54468001,-0.12436784
3.25,-1.2454874,-0.8183304125
3.3,-2.0659425,-1.517913315
3.35,-2.9235809,-2.20136195
3.4,-3.5958363,-2.844722375
3.45,-4.1750536,-3.44525695
3.5,-4.9123816,-3.98190675
3.55,-5.7063203,-4.438207525
3.6,-6.2079623,-4.83167195
3.65,-6.3330227,-5.128218475
3.7,-6.3337456,-5.322650425
3.75,-6.3128853,-5.4142022
3.8,-6.0329735,-5.39921495
3.85,-5.4765842,-5.279345025
3.9,-4.9031356,-5.051978175
3.95,-4.472392,-4.71734955
4,-4.344766,-4.29124605
4.05,-4.2079098,-3.77447085
4.1,-3.8839391,-3.168584325
4.15,-3.5875535,-2.4902073
4.2,-2.7699665,-1.760616025
4.25,-2.1411807,-0.987635676
4.3,-1.5139563,-0.175337398
4.35,-0.748764,0.6505844425
4.4,0.19436553,1.4720617475
4.45,1.6101984,2.2742089
4.5,2.3573145,3.03527295
4.55,2.9408107,3.733149525
4.6,3.4498383,4.34724295
4.65,3.9923582,4.8579502
4.7,4.2236077,5.243940625
4.75,4.5655768,5.48951405
4.8,4.4284273,5.583091275
4.85,4.4756269,5.520712775
4.9,4.7159679,5.30063295
4.95,4.5784997,4.9238792
5,3.973031,4.404543125
5.05,3.4690258,3.7626003
5.1,2.8555168,3.020424775
5.15,2.0200477,2.2063965
5.2,0.96486424,1.35133393
5.25,-0.095750012,0.4924939216
5.3,-0.86772213,-0.33378569
