1,0.1576517209,-0.49331463
1.05,0.1811780507,-0.53807713
1.1,0.2066107843,-0.58072579
1.15,0.2338642379,-0.62021968
1.2,0.2627107805,-0.65543236
1.25,0.2924430553,-0.68515188
1.3,0.0825332068,-0.70808077
1.35,0.1160586825,-0.72283607
1.4,-0.1757132525,-0.7279493
1.45,-0.1848831325,-0.72186645
1.5,-0.1945686,-0.70294803
1.55,-0.1923252725,-0.66946903
1.6,-0.181829268,-0.61961893
1.65,-0.154482107,-0.55150169
1.7,-0.11382742,-0.46313577
1.75,-0.0521991648,-0.35245412
1.8,0.02937184,-0.21730418
1.85,0.129564095,-0.055447864
1.9,0.2568107675,0.1354384
1.95,0.40090676,0.3577637
2,0.5658686798,0.61402264
2.05,0.7467656675,0.90679535
2.1,0.91781883,1.2387474
2.15,1.1597757175,1.61263
2.2,1.54239062,2.0312798
2.25,1.919036225,2.4311302
2.3,2.290318925,2.8164971
2.35,2.639101025,3.2021151
2.4,2.960315775,3.6042381
2.45,3.247860025,3.9100332
2.5,3.492458425,4.0803342
2.55,3.6893151,4.162828
2.6,3.83424235,4.2216426
2.65,3.9140962,4.2701114
2.7,3.92568625,4.2744206
2.75,3.87059665,4.2660462
2.8,3.7416016,4.3191407
2.85,3.5325493,4.1902021
2.9,3.246346825,3.7571014
2.95,2.850107,3.1353151
3,2.3465361125,2.528142
3.05,1.7706755525,1.9253387
3.1,1.14744127,1.1314756
3.15,0.51537489,0.25898018
3.2,-0.1602706675,-0.54468001
3.25,-0.8753640425,-1.2454874
3.3,-1.60011877,-2.0659425
3.35,-2.340907875,-2.9235809
3.4,-3.0760212,-3.5958363
3.45,-3.7258777,-4.1750536
3.5,-4.265529375,-4.9123816
3.55,-4.704183075,-5.7063203
3.6,-5.030522525,-6.2079623
3.65,-5.2351659,-6.3330227
3.7,-5.3523031,-6.3337456
3.75,-5.37384255,-6.3128853
3.8,-5.29297025,-6.0329735
3.85,-5.116626125,-5.4765842
3.9,-4.8452187,-4.9031356
3.95,-4.48910465,-4.472392
4,-4.05970775,-4.344766
4.05,-3.556613375,-4.2079098
4.1,-2.986853225,-3.8839391
4.15,-2.372764,-3.5875535
4.2,-1.7184129,-2.7699665
4.25,-1.0251057875,-2.1411807
4.3,-0.3034415275,-1.5139563
4.35,0.43310935,-0.748764
4.4,1.2042181735,0.19436553
4.45,1.9749326475,1.6101984
4.5,2.72322685,2.3573145
4.55,3.40834375,2.9408107
4.6,4.015265975,3.4498383
4.65,4.534996075,3.9923582
4.7,4.94604225,4.2236077
4.75,5.2243865,4.5655768
4.8,5.35748755,4.4284273
4.85,5.333357975,4.4756269
4.9,5.143594375,4.7159679
4.95,4.790033575,4.5784997
5,4.286097725,3.973031
5.05,3.65148385,3.4690258
5.1,2.917065175,2.8555168
5.15,2.1132335525,2.0200477
5.2,1.276237622,0.96486424
5.25,0.44611815,-0.095750012
5.3,-0.3368638343,-0.86772213
5.35,-1.03935427,-1.4015901
5.4,-1.628877525,-1.6920826
5.45,-2.096396675,-2.0737594
5.5,-2.422176625,-2.8766134
5.55,-2.582854875,-2.9918939
5.6,-2.580634575,-2.8979903
5.65,-2.43966875,-3.1737404
5.7,-2.205355585,-2.4239425
5.75,-1.90992062,-1.1944558
5.8,-1.59102572,-0.80048327
5.85,-1.2872705875,-0.82958068
5.9,-1.02444405,-0.011677447
5.95,-0.8274972,-0.18583633
6,-0.722060275,0.049066322
6.05,-0.715090905,-0.047343634
6.1,-0.80019194,-0.34156696
6.15,-0.9671027925,-0.74619852
6.2,-1.21680042,-0.35418621
6.25,-1.5064022175,-1.2307997
6.3,-1.79849855,-1.5861727
6.35,-2.058432655,-1.6017792
6.4,-2.25926044,-1.9780795
6.45,-2.372332725,-2.2952349
6.5,-2.37231725,-2.1031531
6.55,-2.2424503,-1.9337661
6.6,-1.9753929,-1.4083763
6.65,-1.57460705,-0.68898031
6.7,-1.0399804025,-0.57457134
6.75,-0.393216975,-0.047104989
6.8,0.3351287125,1.4590604
6.85,1.116421065,2.2492141
6.9,1.9124124575,2.4866161
6.95,2.661720675,3.3949657
7,3.3217474,4.1126306
7.05,3.8553817,4.3618921
7.1,4.233466875,4.8052012
7.15,4.44588805,5.2288022
7.2,4.482428725,5.7234697
7.25,4.329228575,6.2700844
7.3,3.997299075,5.9309497
7.35,3.52054995,4.9362249
7.4,2.916325625,3.565478
7.45,2.21352661,1.9044404
7.5,1.4474287175,0.94279569
7.55,0.6543737,0.20700656
7.6,-0.13040809,-1.1517189
7.65,-0.884726325,-1.5990221
7.7,-1.5779540375,-2.4864069
7.75,-2.178281725,-3.1006384
7.8,-2.665650675,-3.4582085
7.85,-3.017879625,-4.0872676
7.9,-3.2343041,-4.2979612
7.95,-3.3173377,-3.4362192
8,-3.274880775,-2.8423564
8.05,-3.11925825,-4.1397626
8.1,-2.866116,-3.7367775
8.15,-2.5284563,-2.4302296
8.2,-2.1268797,-2.6741369
8.25,-1.68435115,-2.0461961
8.3,-1.225446905,-2.729637
8.35,-0.76523938,-2.4014651
8.4,-0.3175352425,-1.5325072
8.45,0.10067773,-0.91487017
8.5,0.4735211575,0.64030836
8.55,0.7866486475,0.68710612
8.6,1.0279318213,1.7310992
8.65,1.1908745075,1.9441773
8.7,1.2657735675,2.0530428
8.75,1.250287095,2.8419247
8.8,1.1716938525,1.4351523
8.85,0.9771522325,0.53580657
8.9,0.68033869,0.75895078
8.95,0.3228662493,0.30675458
9,-0.041266965,-0.57954578
9.05,-0.3590875,-0.57681844
9.1,-0.591954825,-0.3330644
9.15,-0.72593068,-0.99647695
9.2,-0.7633207775,-3.2318536
9.25,-0.7295723625,-0.25388838
9.3,-0.6420917575,0.61568798
9.35,-0.4499961055,0.21095676
9.4,-0.15869559,-0.45942994
9.45,0.2177785425,-1.1550263
9.5,0.6571313525,-0.65680475
9.55,1.129893415,0.71119701
9.6,1.60186141,1.8960493
